0.932468675920979,0.290462491547268,0.399075226726792
0.763262775333742,0.402554392063122,0.599438249091412
0.826449539702682,0.862057298433146,0.800522765803851
0.573463588604866,0.6147395502164,0.105068771291171
0.792581664120226,0.991187788329793,0.821442194126392
0.329041195839248,0.203698875185622,0.841086330045423
0.223461976125853,0.827209084946655,0.354506244400439
0.312386342019254,0.675861618952774,0.430069462615833
0.584523478528556,0.248949470039808,0.572239218412685
0.829914141021523,0.475785626569533,0.700824730771237
